reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId
87aa6908-399f-48ab-ad2f-7e0601365727,Ade juwita Juwita,https://play-lh.googleusercontent.com/a-/ALV-UjXcl_ofE1zYSxoQyImQTCmsYqhXCM955cpGpq41tb2Bu0rbYkWC,Maaf ni ya saya kasih bintang 3 Aplikasinya udah beberapa hari ini ngak bisa ke pake.ngak tahu apa sebadnya.udah di masukin sandi ngak bisa.pake sidik jari juga ngak bisa.bahkan saya instal ulang pun tetap ngak bisa masuk ke aplikasinya.ini saya harus apa ya.dekat daerah tempat tinggal saya ATM mini itu jauh bangat.jadi saya kalau mau belanja ke beberapa toko dekat tempat tinggal pake pembayaran melalui aplikasi.,3,8,2.61.0,2024-05-31 18:58:39,"Hai Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Guna pengecekan, bisa diinformasikan respons yang diterima melalui Sabrina WhatsApp resmi BRI 0812 1214 017 atau Email callbri@bri.co.id. Jika sudah tidak mengalami kendala kami harapkan bintang 5 dari Sobat BRI. Tks~Asri",2024-06-01 05:39:02,2.61.0,most_relevant,id.co.bri.brimo
62e42ecb-29ed-4916-a103-72af81abf61a,Yassar Ahmad Shidqi,https://play-lh.googleusercontent.com/a/ACg8ocJtplCsBqi95GE45g4-UAxwu7YrpqsiD_CSH4rsmdChTBUn7xU=mo,"Pengaman RUIC sangat merugikan, selalu tidak terdeteksi, padahal saya sudah pakai data seluler yang sama dengan nomor terdaftar di akun, trus gimana ini saya mau login? Mana cabang lumayan jauh Edit: Masalah sudah selesai, harus ke Cabang buat login BRIMO",4,48,2.61.0,2024-06-06 11:13:12,"Hai, Sobat BRI. Mohon maaf atas ketidaknyamanan yang dialami. Agar hal ini dapat kami lakukan tindak lanjut, mohon sampaikan respons yang diterima melalui email callbri@bri.co.id. Apabila sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Priska
",2024-11-03 05:51:37,2.61.0,most_relevant,id.co.bri.brimo
be9b270c-c720-45da-a946-678b18eefde0,az arief,https://play-lh.googleusercontent.com/a-/ALV-UjXRJ_qC13Q4LWxVkxrAUuFg8t8RzUggrIegOzQvLEe4yfFSbTGq,"Setelah update ke versi 2.61.0 terjadi masalah tidak bisa mengakses fast menu dan login dengan sidik jari tidak bisa diklik. Mohon bantuannya agar masalah ini diperbaiki, minimal dapat menggunakan fast menu saja kembali seperti versi sebelumnya. Saat ini fast menu hanya tampilan putih dan dibagian home screen aplikasi tidak ada fast menu yg muncul. Semoga bisa diperbaiki dg cepat. Terima kasih.",3,24,2.61.0,2024-06-06 11:46:05,"Hai Sobat BRI, mohon kirimkan detail kendalanya melalui email callbri@bri.co.id. Jika sudah tidak mengalami kendala kami harapkan bintang 5 dari Sobat BRI. Tks~Mawar


",2024-06-19 09:56:47,2.61.0,most_relevant,id.co.bri.brimo
4e82bd78-ea17-4068-94f9-8cab476f65f0,SURIANI S,https://play-lh.googleusercontent.com/a/ACg8ocLiVIrpLC-3F4UOjcRUa0eC0hKp-MNoEA2Uuzl1rRezMXDQ7A=mo,"Ini gimana sih brimonya udah login tapi nggak bisa selalu salah username atau apalah padahal udah betul, udah coba bikin user baru terus bisa masuk, masa kalo mau login lagi nggak bisa lagi, apa sih kendalanya, masa mau ganti user mulu",3,11,2.61.0,2024-06-09 02:19:33,"Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Guna pengecekan, mohon kirimkan detail kendala yang dialami melalui Whatsapp resmi BRI 0812 1214 017 atau Email callbri@bri.co.id dan jika sudah tidak mengalami kendala kami harapkan bintang 5 dari Sobat BRI. Tks~Oris",2024-06-09 18:47:45,2.61.0,most_relevant,id.co.bri.brimo
696a88b0-e148-4bd7-8332-b30d7a55b0dc,Setya Nugraha,https://play-lh.googleusercontent.com/a-/ALV-UjWh07n4E1Y_EeR10xuwIXIW0TSQZHJBUptczQxRWukmrA5Sp1vG,"Untuk aplikasi dan fiturnya sudah bagus, cuman satu yg masih bikin saya kurang nyaman kenapa pada saat saya up date pada rekening kok ya saya heran masih ada rekening saya yg sudah bertahun2 gak aktif disitu masih tampil jadi bingung apabila ambil rekening takut salah salin rekening tolong lah admin rekening yg sudah lama gak dipakai transaksi untuk dihapus itu lebih baik...jadi bertanya2 kalau selama ini rekening yg sudah gak dipakai ternyata tidak ada tindak lanjut penghapusan permanen.",3,5,2.61.0,2024-06-10 09:54:52,"Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya, silakan kirimkan detail kendala melalui WhatsApp 0812 1214 017 atau Email callbri@bri.co.id. Jika sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Fiza",2024-09-08 07:08:58,2.61.0,most_relevant,id.co.bri.brimo
88e3feaa-b050-4b55-9e3d-c01331c7be2c,Erwin Ln,https://play-lh.googleusercontent.com/a/ACg8ocI5Dkr-Iov398yscYP_r5opJ0a7-yqGz0Z-xPjYAJv4mdnsFA=mo,"Ada kesalahan sistem min, kalau kita mau pake hp lain pas login dan verifikasi nomor hp tidak bisa padahal sudah benar,nomor hp tidak sesuai katanya, padahal kita udah pake nomor hp yg terdaftar dan ada paket, perbaiki scepatnya pihak brimo mengganggu soalnya",3,7,2.61.0,2024-06-12 01:19:57,"Hai Sobat BRI, mohon kirimkan detail kendalanya melalui email callbri@bri.co.id. Jika sudah tidak mengalami kendala kami harapkan bintang 5 dari Sobat BRI. Tks~Mawar

",2024-06-12 08:37:55,2.61.0,most_relevant,id.co.bri.brimo
66a4df9b-b9c6-4009-8333-422842d6e63e,Fedz Embun,https://play-lh.googleusercontent.com/a-/ALV-UjVgu1nKnEz7FQWdrMswxxYKVqdXXXce2TzypAL0ApqlEPIbXfzK,"Akun brimo ke blokir,ga bisa login,udah reset password ,udah clear cache ,udah instal ulang tapi ttep ga bisa . Cuma sampai pin,trus transaksi gagal..sementara atm udah exp dan mau ganti ke kcp ,katanya kartu kosong terus..😔 ga praktis,kalo di bandingin bank digital lain apa-apa gampang..",2,93,2.62.0,2024-06-12 06:59:33,"Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan detail kendala melalui Sabrina WhatsApp 0812 1214 017 atau email callbri@bri.co.id. Jika sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Beni
",2024-06-12 10:41:18,2.62.0,most_relevant,id.co.bri.brimo
3d9b6388-ea63-4b0c-9bfa-7abafb2a6de2,SEPTIAN SENA,https://play-lh.googleusercontent.com/a-/ALV-UjXmvayf_q15Rymsi90NrDMxIm21MEYyEEMUSfiLhlBvTdT9chdx,Emang kelebihannya apa kalo udah di update? Kalo bisa notifikasi SMS nya di hilangkan aja.. cukup notifikasi pakai email aja...soalnya saldo dalam tabungan terpotong terus untuk biaya SMS nya...dan itu merugikan setiap ada transaksi...,3,49,2.61.0,2024-06-13 04:10:32,"Hai Sobat BRI, jika terdaftar layanan SMS Notifikasi maka akan dikenakan biaya Rp750 per SMS setiap ada informasi dana masuk atau keluar di rekening. Sobat BRI juga dapat registrasi Email Notifikasi di kantor BRI agar tidak dikenakan biaya. Jika tidak ada kendala kami harapkan bintang 5 dari Sobat BRI. Tks~Mawar
",2024-06-19 09:54:35,2.61.0,most_relevant,id.co.bri.brimo
fd2ea0ce-04e3-4dfd-bd95-01e3ed561181,Suhendro pro,https://play-lh.googleusercontent.com/a-/ALV-UjU0P3CzZlHTEXSShqdktUShg3GAwtAZgZwakfgYckBoV9AUwsCC,"Tampilan oke bagus semua,, kalo bisa tambahin fitur cetak setruk, printer bluetooth, tanpa ada cetak setruk transaksi untuk jual beli lebih mudah ,, sekiranya di setujui harapan kamu mewakili nasabah2 lainnya,, kalo udah ada fitur cetak,, saya tambah Bintangnya full🥰",3,39,2.62.0,2024-06-16 01:10:51,"Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan detail kendala melalui Sabrina WhatsApp 0812 1214 017 atau email callbri@bri.co.id. Jika sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Oris",2024-06-16 13:51:47,2.62.0,most_relevant,id.co.bri.brimo
4066600a-09a7-4a93-872c-1b7c2395436a,20. MOCH ADIM RIZKY SYAHPUTRA,https://play-lh.googleusercontent.com/a-/ALV-UjUxkBuPY67OzpyUfW0ngVdVkFOT_Ttut2U52kdfzNXJwi2KRgKA,"Mungkin bisa diperbaiki kembali bugnya min saat transaksi notifikasi gagal pembayaran masih tetap masuk, barusan saya TF ke temen terdapat notifikasi gagal kemudian ada number error. Kemudian saya TF kembali ternyata TF yang seharusnya tadi tidak masuk karena error, malah masuk ke rekening temen saya. Mungkin itu aja min mohon diperbaiki kembali Terimakasih",3,3,2.62.0,2024-06-16 08:44:06,"Sobat BRI, mohon maaf atas ketidaknyamanannya. Jika mengalami kendala silakan kirimkan detail kendala melalui email callbri@bri.co.id. Jika sudah tidak mengalami kendala, kami tunggu bintang 5 dari Sobat BRI. Tks~Arthur",2024-06-16 11:09:15,2.62.0,most_relevant,id.co.bri.brimo
