reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId
4ffea351-0885-43d4-9a97-5616217a1255,Widya Yanthi,https://play-lh.googleusercontent.com/a-/ALV-UjUOi8TRuHR6DVqx1nBGZT0IqtW9mJEqglQv0SDw1_51H_gX0JP9,Sebelum upgrade saya bisa kirim pesan via aplikasi sama driver kalo ada pesan tambahan. Sekarang selalu tulisannya you can not connect terus. Padahal order masih jalan. Kecewa banget padahal saya pelanggan setia. Jadi males,4,52,4.77.1,2023-10-24 10:24:43,,,4.77.1,most_relevant,com.gojek.app
ff78cdf0-e543-48f1-bdde-edc30ddc7226,Adrianto Anto,https://play-lh.googleusercontent.com/a-/ALV-UjWtNcBBIOc0CqOexq58VleSu1uNpc3w9if5cYawGMxBqSDKOKc,"Sangat bwemanfaat karena memudahkan kita dalam segala hal seperti pesan makanan, antaran ke tempat tujyan jadi mydah dan tak perlu ke mana mana cukup dengan memesan lewat aplikasi ini. Semoga ke depannya nanti akan lebih baik dan lebih sempurna.",3,5,4.77.1,2023-10-26 11:32:11,"Hai Kak Adrianto, terima kasih atas ulasanmu. Jika kedepannya kamu memiliki pertanyaan atau kendala terkait layanan Gojek, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2023-10-26 13:46:24,4.77.1,most_relevant,com.gojek.app
e72e200d-ea21-4cdc-957b-0ea64ee266ae,Nesya Agustin,https://play-lh.googleusercontent.com/a/ACg8ocLzKbnCYZwfAYEzzLxEkUOy9vmTgxvHURlqJIjbSOFYpDu3xA=mo,"Awal pakai gojek sih ga ada masalah, malah sangat membantu. Tp setelah terakhir kali update maps jd ga akurat, alamat yg sudah tersimpan berubah titik. Tolong diperbaiki sistem nya",3,53,4.77.1,2023-10-27 11:06:20,"Mohon maaf atas kendalanya, Kak Nesya. Sebelum memesan, pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan menggunakan aplikasi versi terbaru, ya. Jika masih berkendala, laporkan dengan cara klik https://gjk.id/GPSProblem di ponsel mu, dan cantumkan kode psr-23-300-1331-17612 pada kolom 'Ceritakan lebih lanjut'. ^Tria",2023-10-27 13:31:26,4.77.1,most_relevant,com.gojek.app
88173ab3-9496-4a24-a50c-479667b6fdcf,Fitri yani,https://play-lh.googleusercontent.com/a-/ALV-UjUk4Z359vct2btfb7a67cfEDFVIFF0gfjqc0_0AnCnxwafEdR8,"Aplikasinya suka ngelag, jdinya kt harus close dlu baru buka aplikasi lagi, jaringan? Sy hidup ditengah kota, jaringan stabil aman jaya. Trus skrng driver gojek bs dpt double order, kt yg pesan makanan panas, nyampe rumah udh gak panas, makanan yg crispy jd melempem.",4,26,4.77.1,2023-10-28 09:58:55,,,4.77.1,most_relevant,com.gojek.app
409f9d18-4785-4901-940d-67b4175db983,Peri Pirmansyah,https://play-lh.googleusercontent.com/a-/ALV-UjWRRUWCioQ7pr0vuMuEHDTmqCxkdgU49grxiS_4PBVWWeYLx3v_,"Aplikasi transportasinya tidak tau navigasi, ada jalan yang di mana bisa disebrangi tapi kenapa harus jalan mutar, yang berakhir jarak yang ditempuh lebih panjang sehingga biayanya pun lebih besar. Carilah atau buatkanlah jalan yang lebih cepat bukan lebih jauh... Menyebrang jalan bukan sesuatu yang melanggar peraturan dan menyalahi keselamatan.... Pelajari lagi peta semuanya...",4,95,4.77.1,2023-10-31 01:14:33,,,4.77.1,most_relevant,com.gojek.app
6c8ed615-f19a-4b1d-8e17-f08e4a61ac06,hanhan honhon,https://play-lh.googleusercontent.com/a/ACg8ocIFb6ND_CaBV1zSYf6sUc_V-xk4qArGMBcLQy8aGuXYzr1fxA=mo,"Saya pesen goshop, sering di cancel driver, jadinya apps saya jd error, suruh tunggu 30 menit, tertulis wadidaw saya terlalu sering pencet order, bukanya seharusnya kalo dicancel otomatis cari driver lain, yg pinter dong apps nya, mosok lemot",3,6,4.77.1,2023-10-31 03:07:53,"Hai Kak, mohon maaf atas kendala yang kamu alami. Mengenai kendala tersebut, silakan laporkan detailnya melalui email ke customerservice@gojek.com dengan melampirkan kode psr-23-304-0457-20586 pada subject email agar tim kami bisa bantu cek lebih lanjut. ^Tria",2023-10-31 04:57:29,4.77.1,most_relevant,com.gojek.app
0afd3cee-be37-4f80-be25-30718d5402c6,Meli ana,https://play-lh.googleusercontent.com/a/ACg8ocL8H6VXgml1IGI2mVOKnWfP1KW2RDeiO_2ErSepaDQBQB7HCw=mo,Driver mobil nya sering tiba2 cancel kenapa ya? Trus kalo pesan mobil yg XL pasti nyangkut nya ke mobil yg biasa padahal dari aplikasi kita udah klik yg mobil XL. Jadi susah kalo pas butuh mobil yg besar buat jalan sama keluarga.,4,9,4.77.1,2023-10-31 05:25:19,,,4.77.1,most_relevant,com.gojek.app
26d319de-b13d-4002-a8e4-216bf89f91c2,19.Ketutromi Artawiguna,https://play-lh.googleusercontent.com/a-/ALV-UjVhyVICYMKWErcyhv6iBLsB3lLQUfLehsisqRY8_oE9Q-PFhFIl,"Kenapa ya setiap kali saya pesen gojek tarif perjalanan selalu berubah-ubah,padahal jarak serta tujuan sama,trus jg kalo pesen makanan kok harga ongkir bisa setara sama harga makanan padahal jarak tidak terlalu jauh..",3,6,4.77.1,2023-11-03 02:00:45,"Mohon maaf atas ketidaknyamanannya, Kak Ketutromi. Fokus GoFood secara keseluruhan adalah untuk terus memberikan pengalaman kuliner terbaik bagi pelanggan. Biaya Pemesanan dan Biaya Jasa GoFood digunakan untuk meningkatkan layanan kepada pengguna aplikasi, termasuk pengembangan layanan melalui inovasi dan teknologi. ^Ve",2023-11-03 03:04:04,4.77.1,most_relevant,com.gojek.app
cb938968-ecef-479d-9832-4ab3304d2825,muhammad ramadan,https://play-lh.googleusercontent.com/a/ACg8ocKf-aXD1nLZb_UHfG7SU52EcgKuZokTMyV5VIwUIrZV2gUYjQ=mo,"Tampilannya aplikasinya cukup membingungkan untuk yg baru pakai, contohnya lgi membuat pesanan, tpi tampilannya sekilas hampir sama,",3,7,4.77.2,2023-11-05 03:53:57,"Hai Kak Ramadan, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Ve",2023-11-05 08:46:19,4.77.2,most_relevant,com.gojek.app
39b3ba96-ed0b-46a7-b518-6fbb6cfb9a58,Ifat Fatimah,https://play-lh.googleusercontent.com/a-/ALV-UjXZo_vHbSPINNcBYhR8BVwoxQME_Ags4VgTcO1ASdfT80QeFSk,Sebenarnya cukup bagus dan bermanfaat aplikasinya. Hanya saja lebih di seleksi lagi driver dan kendaraannya demi kenyamanan penumpang! Banyak driver dan kendaraan kurang baik.,3,4,4.77.1,2023-11-06 08:32:11,,,4.77.1,most_relevant,com.gojek.app
46b729ae-7e6f-47f5-bd05-33443838ad4a,FERI NUR ZAKI,https://play-lh.googleusercontent.com/a-/ALV-UjUK15rMkG-pyXRzY-HaHRIYTIkaUFrEbJzgSkPo_GgZ4v9rRcE,"Serius mau tanya sering kali saya pesen gojek ketika pembayaran beda sama di aplikasi, waktu mau pesen udah jelas harganya, giliran nyampe tempat saya tanya lagi harganya naik, nggak sesuai sama sewaktu saya pesen, ini emang dari aplikasi apa permainan driver? Dan ini sering terjadi",3,0,4.77.1,2023-11-10 16:01:06,"Hai Kak Feri, mohon maaf atas ketidaknyamanannya. Mengenai kendala tersebut, silakan laporkan detail masalahnya melalui email ke customerservice@gojek.com dengan melampirkan kode psr-23-315-0102-43722 pada subject email agar tim kami bisa bantu cek lebih lanjut. ^Ve",2023-11-11 01:03:01,4.77.1,most_relevant,com.gojek.app
d5068d37-87af-4f68-a8e3-f8a0a67a55a3,Rohmadini David,https://play-lh.googleusercontent.com/a/ACg8ocJcmVUeS66ZTc6yYxGTpgXNnuHXoGsnKAGUuCf3INbl1ZvrxQ=mo,"Sejak perubahan gopay later dari findaya ke MAB, limit saya jadi turun banyak dan saat ini saya tidak bisa menggunakan gopay later nya padahal limitnya masih banyak yang bisa di gunakan. Padahal aplikasi gojek dan gopay later sudah upgrade paling terbaru. Sudah kirim laporan ke pusat bantuan tapi tetap tidak menyelesaikan masalah saya.",3,18,4.78.3,2023-11-11 07:49:27,"Hai Kak David, mohon maaf atas ketidaknyamanannya. Jika kamu masih mengalami kendala terkait GoPay Later, silakan laporkan melalui email ke support@mab.co.id dengan melampirkan kode psr-23-315-0816-55355 pada subjek email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Tria",2023-11-11 08:17:05,4.78.3,most_relevant,com.gojek.app
77d36c6a-12f0-4993-8bf3-f43e8c35c433,Junnn.,https://play-lh.googleusercontent.com/a-/ALV-UjUT0t4YR_Q50uuGpoE54VaEh60N29mIYNUFX7c5TmidGmLrcDXo,"Apaan sih ni aplikasi, tiba tiba force close lah, tb TB crash ga jelas, kadang ga bisa di buka, kadang ke pesen 2 kali lain kali mending update performance dulu deh dari pada fitur fitur ga jelas. Makin bagus engga malah makin aneh aplikasi nya kasian ke driver yang kepesen 2 kali mau ga mau harus di cancle salah satu",3,105,4.78.3,2023-11-13 06:56:31,"Mohon maaf, Kak. Terkait laporanmu, pastikan sinyal internetmu stabil, aktifkan 'App Permission'/'Izinkan Aplikasi', lalu logout kemudian login kembali. Jika masih berkendala, silakan laporkan detailnya melalui email ke customerservice@gojek.com dan cantumkan kode psr-23-317-0747-40586 pada subjek email. ^Tria",2023-11-13 07:47:58,4.78.3,most_relevant,com.gojek.app
afb9871f-1374-4876-ba74-8666b83bcacf,Tasya Syifaunajah,https://play-lh.googleusercontent.com/a-/ALV-UjXX8l7MgLTpEqsHQgqh1NqzvKrsEMo3wSfTbKL-QH1jcnFKsUr5,"Tolong diperbaiki. Kenapa saya harus mengalami 2 kali eror? Aplikasi sudah versi terbaru. Internet tidak ada masalah tapi sudah 2 kali saya mendapatkan eror yang berbeda. Pertama, saya klik pesan sekali, setelah itu loading tanpa henti dan app tidak merespon. Tiba-tiba dapat notif pemesanan 3 kali. Kedua, navigasi/maps tidak berjalan seperti biasa. Saya memilih alamat yang saya kunjungi tiap hari tapi hari ini tidak terdeteksi. Semua, alamat mana pun, yang biasa saya kunjungi seperti itu.",5,232,4.78.3,2023-11-19 20:35:14,"Hai Tasya, maaf atas kendalanya. Pastikan sinyal internet kamu stabil dan sudah menggunakan aplikasi Gojek versi terbaru. Jika kamu masih berkendala, silakan laporkan melalui menu 'Bantuan' dengan mengetik 'Masalah GPS', cantumkan psr-23-106-0554-42257 pada bagian Tell Us More/ Ceritakan lebih lanjut. ^Meta",2023-04-16 05:55:03,4.78.3,most_relevant,com.gojek.app
30915e74-b428-4f55-9235-b3035a61e147,Tiara,https://play-lh.googleusercontent.com/a/ACg8ocKY3fQgP09XODozaFTWDpTeOd9vZPllEWoi-wneB311JWg7X2E=mo,"Saya kasih bintang 3 dulu, karena saya cukup kecewa saya sempat pesen mobil ukuran XL yang memang buat sekitar 6 orang, yang datang malah mobil kecil yang hanya cukup 4 orang saja, jadinya harganya hanya lebih mahal tapi bahkan tidak bisa ngangkut lebih dari 4 orang, rugi sih iya,tapi mau bagaimana lagi 🤷‍♀️🤷‍♀️",3,3,4.78.3,2023-11-25 08:33:02,,,4.78.3,most_relevant,com.gojek.app
cc07cc58-94e3-4c89-8afc-4bf85ac09307,desta fredy,https://play-lh.googleusercontent.com/a-/ALV-UjUUmwLMi4-IV2TX0sRSqRLcU331fKxGs_XCk_lUfOZzOKabbfaG,"Sekarang mapnya berjalan agak lambat sekarang, drivernya dah sampai, di mapnya masih blm sampai, dulu aja mapnya cepet, sekarang malah lambat. Kl aplikasinya bagus, sering2 kasih diskon teruslah, soalnya sekarang tarifnya mahal, ada tarif aplikasinya jg.",4,17,4.78.3,2023-11-28 05:33:43,,,4.78.3,most_relevant,com.gojek.app
69ad87dd-2e0e-45a9-a21a-eb492ed9df20,Inge Irma,https://play-lh.googleusercontent.com/a/ACg8ocJOp_aZ9BEm7_3gmH0m7bbnLeXR_Dl9txzMSdbQfhHO_WWzYA=mo,"Sering² pembaruan sih aplikasi ini tapi kok terkadang gk bisa dipakai ya? Pas ada darurat butuh malah gk bisa terpakai layanan transportasi nya.. biasanya ± 2 minggu setelah pembaruan, ini aplikasi agak rewel",3,21,4.79.2,2023-12-11 10:56:03,"Hai Kak Inge, mohon maaf atas ketidaknyamanannya. Dikarenakan sebelumnya terdapat pemeliharaan sistem, saat ini kakak bisa mencoba kembali ya. Terima kasih. ^Ve",2023-12-11 14:14:38,4.79.2,most_relevant,com.gojek.app
01428e0a-4861-4950-b4bd-1c370d28d01c,Lady of Gurabad,https://play-lh.googleusercontent.com/a-/ALV-UjWaezgsJrpmolSCLQS8bYdea5fmyRv1nU6FwcuM2ihD_TIPGOPvCw,"Ada beberapa hal yg menurut saya harus diperbaiki dari app Gojek: 1. GPSnya suka ngawur, engga kayak app sebelah yg auto-locked ke posisi rumah kita 2. Harganya tambah mahal huhu. Kalo kepaksa ga bakal pake gojek. Kadang kalo pake gocar suka apes ketemu pak driver yg ga sopan :"") 3. Tolong kasih fitur kayak app sebelah dong kak, jadi kalo kita beli barang dan driver lg ga ada uang kembalian, drivernya bisa kasih kembalian via gopay/transfer bank. Maacih kaka ♡",3,16,4.79.2,2023-12-14 04:18:34,"Hai, maaf atas kendalanya. Pastikan sinyal internet bagus dan sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih mengalami kendala, silakan laporkan dengan cara klik tautan https://gjk.id/8 dari email di ponsel Android-mu, cantumkan kode psr-22-357-0246-02256 pada kolom 'Ceritakan lebih lanjut'. -Viska",2022-12-23 02:42:57,4.79.2,most_relevant,com.gojek.app
389365dd-11a4-42c0-928e-6495501230a2,Sharla Lunax,https://play-lh.googleusercontent.com/a/ACg8ocKOY0RMpzJVKz0K3R_cRkYPLS6hYfvG7mFW0LH5sp6KK884Ww=mo,"Ada diskon yaa tiap abad Enak Merasa Nyaman Dan Tertarik beli. Fitur nya ok Lancar terus bisa bebas pilih belanja, Aplikasi yg memadai untuk Transaksi Mudah, Bertanggung jawab masalah bisa diatasi,, simple Dan Aktif jujur Amanah Membantu aktifitas yg dibutuhkan jadi mudah dan Terpercaya. Terima kasih, Salam Sukses Dan Lancar Selalu Dari Pelanggan Yaiya saya.😊😇🙏",4,3,4.78.3,2023-12-18 06:44:22,,,4.78.3,most_relevant,com.gojek.app
57cf32bf-7582-4b2b-8a80-410f8f209ffb,Reef Daniawan,https://play-lh.googleusercontent.com/a-/ALV-UjXMaYbJlqjJgb7FUOgDqhrIx2G8Y9JCCnNsVVbJRSzzf1Jj_zf7XQ,"Penggunaan aplikasi cukup mudah dan memudahkan, tapi sayang fitur map/peta nya tidak akurat, jadi kasian driver kalo antar makanan atau jemput jalannya suka diarahkan muter muter bahkan ke gang, Padahal lokasinya dekat dan tdk harus melalui gang.",4,102,4.80.2,2023-12-21 05:32:48,,,4.80.2,most_relevant,com.gojek.app
da50ffd8-850a-4809-b57e-4a8e869adfe7,ncuz gerrardya,https://play-lh.googleusercontent.com/a-/ALV-UjVX0f3Rfom9YaGTExqvR5bN9zTJZfjO5zt4cRhxdsjcPRd0c-yS,"Plisss lah, masa ganti alamat pengantaran, padahal cuma mindahin dari gang sebelah kanan jalan ke kekiri jalan doang. Kena biaya ganti alamat 15.000. Padahal nggak nambah jarak dan ini masuk ke sistem bukan ke driver. Skrg biaya aplikasi nya makin parah parah parah. Baru kali ini emosi.",3,0,4.77.1,2023-12-23 04:58:50,"Mohon maaf atas ketidaknyamanannya, Kak Gerrardya. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Ve",2023-12-23 06:22:53,4.77.1,most_relevant,com.gojek.app
4726b575-dd76-403e-a9ef-463868d540c3,aldilatama hs,https://play-lh.googleusercontent.com/a-/ALV-UjXeoUCWzF9qnsrUYUmvdTePrniVCf3eyinFUYA7hfdFWbzUEMfR,"makin kemari app nya makan data gede banget, susah login antar device, padahal app lain bisa otp atau 2 way ver. klo link ribet! UI nya alamak, klo ga hati2 bisa kelewat harga wajar nya, fee nya juga ga main2, ada fee top op dan fee jasa app klo ditotal minim. 2ribu, udah deket aja ama harga BI fast, cape deh. Use it wisely, this app may help u but need more cash and smart decision.",4,169,4.80.4,2023-12-23 16:57:49,"Hai Aldilatama, mohon maaf ya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila kamu mengalami kendala terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Meta",2023-07-24 05:06:30,4.80.4,most_relevant,com.gojek.app
